Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
nah,https://github.com/manuelschipper/nah,Coding Agent,Unknown,Unknown,Unknown,green,gh manuelschipper/nah stars 480 pushed 2026-09-07,2026-09-07
Nexting-ai/nexting,https://github.com/Nexting-ai/nexting,Coding Agent,Unknown,Unknown,Unknown,green,gh Nexting-ai/nexting stars 1319 pushed 2026-09-07,2026-09-07
nori-cli,https://github.com/tilework-tech/nori-cli,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Maintained local multi-provider AI coding agent CLI/TUI; active Sep 2026.,2026-09-07
ORCH,https://github.com/oxgeneral/ORCH,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=159 pushed 2026-08-01; npm @oxgeneral/orch.,2026-09-07
org2AI/ORG2,https://github.com/org2AI/ORG2,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Active Rust coding-agent harness + launchers for 20+ CLIs with trajectory system-of-record; push Sep 2026.,2026-09-07
Priivacy-ai/spec-kitty,https://github.com/Priivacy-ai/spec-kitty,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=1605 pushed_at=2026-09-07; spec-kitty.ai; PyPI spec-kitty-cli.,2026-09-07
rustykuntz/clideck,https://github.com/rustykuntz/clideck,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Live coding-agent dashboard for multiple AI CLI agents; supersedes dead verified CliDeck 404 URL.,2026-09-07
sangrokjung/claude-forge,https://github.com/sangrokjung/claude-forge,Coding Agent,Unknown,Unknown,Unknown,green,gh ★825 pushed 2026-09-03; README v4.3.0 Sep 2026 Codex hooks.,2026-09-07
superset-sh/superset,https://superset.sh/,Coding Agent,Unknown,Unknown,Unknown,green,gh ★13870 pushed 2026-09-07; ycombinator.com/companies/superset; prior verified row pointed at NXDOMAIN superset.dev (different/wrong).,2026-09-07
Team-Commonly/commonly,https://github.com/Team-Commonly/commonly,Coding Agent,Unknown,Unknown,Unknown,green,gh Team-Commonly/commonly stars 1326 pushed 2026-09-07,2026-09-07
thClaws/thClaws,https://github.com/thClaws/thClaws,Coding Agent,Unknown,Unknown,Unknown,green,gh thClaws/thClaws stars 1216 pushed 2026-09-05,2026-09-07
tigicion/dao-code,https://github.com/tigicion/dao-code,Coding Agent,Unknown,Unknown,Unknown,green,gh tigicion/dao-code stars 1254 pushed 2026-09-07,2026-09-07
umputun/ralphex,https://github.com/umputun/ralphex,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Active Ralph-style autonomous plan executor for Claude Code/Codex; push Sep 2026.,2026-09-07
wrtnlabs/autobe,https://github.com/wrtnlabs/autobe,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Active compiler-skilled vibe coding agent for TypeScript backends; push Jun 2026.,2026-09-07
XiaoDuoYa/codex-with-chatgpt,https://github.com/XiaoDuoYa/codex-with-chatgpt,Coding Agent,Unknown,Unknown,Unknown,green,site probe 2026-09-07; Active ChatGPT-plans / Codex-executes coding workflow bridge; push Sep 2026.,2026-09-07
Builder.io,https://builder.io,Coding Agent,Unknown,Unknown,Unknown,green,builder.io + Builder 2.0 blog (Claude/Codex collaborative agents); funding announcements 2024–2026.,2026-09-07
Lanes,https://lanes.sh/,Coding Agent,Unknown,Unknown,Unknown,green,lanes.sh HTTP 200 v0.48 Dictation; brew cask lanes-sh/lanes/lanes; ADE for CLI coding agents.,2026-09-07
Parallel Code,https://github.com/johannesjo/parallel-code,Coding Agent,Unknown,Unknown,Unknown,green,gh ★1003 pushed 2026-09-07; README parallel worktrees + phone monitor QR.,2026-09-07
AltimateAI/altimate-code,https://github.com/AltimateAI/altimate-code,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=809 pushed 2026-09-07.,2026-09-07
Agent-Field/SWE-AF,https://github.com/Agent-Field/SWE-AF,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=991 pushed 2026-08-23; README af call swe-planner.build with runtime claude_code.,2026-09-07
editor-code-assistant/eca,https://github.com/editor-code-assistant/eca,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=986 pushed 2026-09-04; eca.dev; agents/subagents + MCP.,2026-09-07
freestylefly/wesight,https://github.com/freestylefly/wesight,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=915 pushed 2026-08-24; wesight.ai desktop AI agent workspace.,2026-09-07
Prism-Shadow/penguin-harness,https://github.com/Prism-Shadow/penguin-harness,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=2021 pushed 2026-09-07,2026-09-07
Supacode,https://github.com/supabitapp/supacode,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=2345 pushed 2026-09-05; README native macOS worktree coding-agent center.,2026-09-07
microsoft/intelligent-terminal,https://github.com/microsoft/intelligent-terminal,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=1933 pushed 2026-09-07; README Intelligent Terminal Store/WinGet + agent status bar.,2026-09-07
cyrusagents/cyrus,https://github.com/cyrusagents/cyrus,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=796 pushed 2026-09-07; README Cyrus coding agent.,2026-09-07
GitHub Agentic Workflows,https://github.blog/ai-and-ml/automate-repository-tasks-with-github-agentic-workflows/,Coding Agent,Unknown,Unknown,Unknown,green,github.blog Feb 2026 Agentic Workflows technical preview; gh-aw extension.,2026-09-07
scion,https://github.com/GoogleCloudPlatform/scion,Coding Agent,Unknown,Unknown,Unknown,green,gh GoogleCloudPlatform/scion stars=1689 pushed 2026-09-07; README parallel coding agents in containers.,2026-09-07
wecode-ai/Wegent,https://github.com/wecode-ai/Wegent,Coding Agent,Unknown,Unknown,Unknown,green,gh wecode-ai/Wegent stars 788 pushed 2026-09-07; README Desktop+Web coding workbench.,2026-09-07
kdlbs/kandev,https://github.com/kdlbs/kandev,Coding Agent,Unknown,Unknown,Unknown,green,gh kdlbs/kandev stars 758 pushed 2026-09-07; README multi-provider agents + review.,2026-09-07
OleksandrChekhovskyi/hax,https://github.com/OleksandrChekhovskyi/hax,Coding Agent,Unknown,Unknown,Unknown,green,gh OleksandrChekhovskyi/hax stars 728 pushed 2026-09-04.,2026-09-07
RizRiyz/luvus,https://github.com/RizRiyz/luvus,Coding Agent,Unknown,Unknown,Unknown,green,gh RizRiyz/luvus stars 750 pushed 2026-09-07; luvus.dev.,2026-09-07
devoxx/DevoxxGenieIDEAPlugin,https://github.com/devoxx/DevoxxGenieIDEAPlugin,Coding Agent,Unknown,Unknown,Unknown,green,gh devoxx/DevoxxGenieIDEAPlugin stars 679 pushed 2026-09-07; genie.devoxx.com SDD+ACP.,2026-09-07
Ivy-Interactive/Ivy-Tendril,https://tendril.ivy.app,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=176 pushed 2026-09-07; README Agentic Software Factory; tendril.ivy.app docs 200.,2026-09-07
eneskirca/nodeterm,https://github.com/eneskirca/nodeterm,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=1783 pushed 2026-09-07; README node-based terminals for coding agents; nodeterm.dev docs.,2026-09-07
openteams-lab/openteams,https://github.com/openteams-lab/openteams,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=612 pushed 2026-09-07; README Plan/Build/Ship AI team desktop.,2026-09-07
1ay1/agentty,https://github.com/1ay1/agentty,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=604 pushed 2026-09-07; README blazing-fast open-source coding agent.,2026-09-07
Aperant,https://github.com/AndyMik90/Aperant,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=14558 pushed 2026-06-14; README Aperant 2.7.6 maintenance + 3.0 rebuild note.,2026-09-07
ClawTeam,https://github.com/HKUDS/ClawTeam,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=5527 pushed 2026-05-09; README Agent Swarm Intelligence for coding CLIs.,2026-09-07
gptme,https://gptme.org/,Coding Agent,Unknown,Unknown,Unknown,green,gptme.org 200; gh gptme/gptme stars=4410 pushed 2026-09-07.,2026-09-07
Enderfga/claw-orchestrator,https://github.com/Enderfga/claw-orchestrator,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=569 pushed 2026-09-04; README Claw multi-engine coding orchestrator.,2026-09-07
andyrewlee/amux,https://github.com/mixpeek/amux,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=394 pushed 2026-09-07; README amux control plane; site amux.io.,2026-09-07
happier-dev/happier,https://github.com/happier-dev/happier,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=1634 pushed 2026-09-07; README Happier multi-device coding-agent client.,2026-09-07
kaanozhan/Frame,https://github.com/kaanozhan/Frame,Coding Agent,Unknown,Unknown,Unknown,green,gh ★333 pushed 2026-09-07; README ADE / Spec-driven on Claude Code; frame.cool.,2026-09-07
openwong2kim/wmux,https://github.com/openwong2kim/wmux,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=372 pushed 2026-09-08; Run Claude Code, Codex & Gemini in parallel on Windows & macOS — git worktree fan-out with atomic hunk adoption, approva",2026-09-08
CompozyOS,https://github.com/compozy/compozy,Coding Agent,Unknown,Unknown,Unknown,green,gh ★2728 pushed 2026-09-07; README CompozyOS operating system for AI agents / coding CLIs; compozy.com.,2026-09-08
fynnfluegge/agtx,https://github.com/fynnfluegge/agtx,Coding Agent,Unknown,Unknown,Unknown,green,gh ★1499 pushed 2026-09-07; README blackboard ADE for coding agents; Trendshift.,2026-09-08
Kodus,https://kodus.io,Coding Agent,Unknown,Unknown,Unknown,green,kodus.io; gh kodustech/kodus-ai stars~1359; open-source CodeRabbit alternative.,2026-09-08
Codeflash,https://codeflash.ai,Coding Agent,Unknown,Unknown,Unknown,green,codeflash.ai; Unstructured 90% cost-cut case study; SOC2; SaaS/on-prem.,2026-09-08
Even,https://even.dev,Coding Agent,Unknown,Unknown,Unknown,green,even.dev open beta v0.0.31; agent-native workspace with Claude Code/Codex governance.,2026-09-08
cristicretu/diri,https://github.com/cristicretu/diri,Coding Agent,Unknown,Unknown,Unknown,green,gh ★295 pushed 2026-09-07; diri.sh Workspace for Claude Code/Codex; brew cask signed/notarized.; diri.sh workspace for Claude/Codex/Cursor/Gemini.,2026-09-08
NeuralInverse/neuralinverse,https://github.com/neuralinverse/neuralinverse,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=236 pushed 2026-08-11; Code Modern. Code Legacy. Code Firmware. - open-source AI-native IDE with agentic coding, Power Mode, legacy modernizati",2026-09-08
Singular,https://github.com/alex-reysa/singular-lite,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=38 pushed 2026-09-05; Autonomous multi-agent orchestration engine for software repos — L0/L1/L2 agents, leases, gates, audits, git-worktree is",2026-09-08
tempestai-dev/tempest,https://github.com/tempestai-dev/tempest,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=170 pushed 2026-09-07; Agentic Engineering that actually scales. Run Claude Code, Codex, Gemini and any other CLI Agents in parallel with upto",2026-09-08
zhnt/loushang,https://github.com/zhnt/loushang,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=1378 pushed 2026-09-08; AI-native agent harness for coding workflows by python: multi-model LLM orchestration, stateful sessions, tool governanc",2026-09-08
ntegrals/10x,https://github.com/ntegrals/10x,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=1363 pushed 2026-01-05; ⚡️ 10x - Up to 20x faster AI coding with multi-step Superpowers. Open-source agent with smart model routing, BYOK, fully",2026-09-08
yylo-dev/yylo,https://github.com/yylo-dev/yylo,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=57 pushed 2026-09-03; YYLO (why-lo): AI coding-agent orchestration CLI with equivalent yylo and yy launchers.,2026-09-08
angristan/netclode,https://github.com/angristan/netclode,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=253 pushed 2026-09-02; Self hosted cloud coding agent with k3s + kata containers + cloud hypervisor microVMs + tailscale + any harness + a nice,2026-09-08
poco-ai/poco-claw,https://github.com/poco-ai/poco-claw,Coding Agent,Unknown,Unknown,Unknown,green,gh ★1352 pushed 2026-08-06; README OpenClaw alternative powered by Claude Code; sandbox + channels.,2026-09-08
Desloppify,https://github.com/peteromallet/desloppify,Coding Agent,Unknown,Unknown,Unknown,green,gh peteromallet/desloppify ★3059; desloppify.it; PyPI desloppify.,2026-09-08
LichAmnesia/openseek,https://github.com/LichAmnesia/openseek,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=206 pushed 2026-08-04; OpenSeek - 广度求索: open-source TUI coding agent with multi-provider routing, MCP, LSP, and Plan/Agent/YOLO modes.",2026-09-08
yashdev9274/supercli,https://github.com/yashdev9274/supercli,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=212 pushed 2026-09-07; The open source harness agent,2026-09-08
aiXcoder,https://www.aixcoder.com/en/,Coding Agent,Unknown,Unknown,Unknown,green,aiXcoder commercial coding-agent suite.,2026-09-08
dohooo/helmor,https://github.com/dohooo/helmor,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=1300 pushed 2026-08-22; Open-source local workbench for multi-agent software development.,2026-09-08
GoCodeo,https://gocodeo.com/,Coding Agent,Unknown,Unknown,Unknown,green,GoCodeo coding agent.,2026-09-08
Stakpak,https://github.com/stakpak/agent,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=1775 pushed 2026-07-06; Ship your code, on autopilot. An open source agent that lives on your machines 24/7 and keeps your apps running. 🦀",2026-09-08
Vercel Agent,https://vercel.com/agent,Coding Agent,Unknown,Unknown,Unknown,green,Vercel Agent handles diffs/fixes/automations on your codebase.,2026-09-08
KonghaYao/peri,https://github.com/KonghaYao/peri,Coding Agent,Unknown,Unknown,Unknown,green,"gh stars=163 pushed 2026-09-07; 14MB ACP-Rust Agent, Claude Code Plugin compatible, Dynamic Workflow, Goal, Artifacts, Free Web Search,   full feature a",2026-09-08
saadnvd1/agent-os,https://github.com/saadnvd1/agent-os,Coding Agent,Unknown,Unknown,Unknown,green,"gh saadnvd1/agent-os *168 pushed 2026-09-03; homepage https://saadnaveed.com; Mobile-first web UI for managing AI coding sessions (Claude Code, Codex, Aider, Gemini CLI, Amp, Pi). Self-hosted with m.",2026-09-08
basilisk-labs/agentplane,https://github.com/basilisk-labs/agentplane,Coding Agent,Unknown,Unknown,Unknown,green,"gh basilisk-labs/agentplane *76 pushed 2026-09-07; homepage https://agentplane.org; 🛩️ Git-native workflow control for coding agents: approved plans, verification, and reviewable evidence for Claude Code,.",2026-09-08
stippi/code-assistant,https://github.com/stippi/code-assistant,Coding Agent,Unknown,Unknown,Unknown,green,"gh stippi/code-assistant *181 pushed 2026-09-07; An LLM-powered, autonomous coding assistant. Also offers an MCP and ACP mode..",2026-09-08
Wholiver/metis,https://github.com/Wholiver/metis,Coding Agent,Unknown,Unknown,Unknown,green,gh Wholiver/metis *138 pushed 2026-09-06; Metis is a coding agent that boosts AI/LLM coding performance by 50%.,2026-09-08
kstevica/captain-claw,https://github.com/kstevica/captain-claw,Coding Agent,Unknown,Unknown,Unknown,green,gh kstevica/captain-claw *162 pushed 2026-09-07; homepage https://captain-claw.com; Self-hosted framework for orchestrating fleets of specialist AI agents — ensemble reasoning and a full agentic coding pi.,2026-09-08
lingcoder/crab-code,https://github.com/lingcoder/crab-code,Coding Agent,Unknown,Unknown,Unknown,green,"gh lingcoder/crab-code *74 pushed 2026-09-07; homepage https://github.com/lingcoder/crab-code; 🦀 Open-source alternative to Claude Code, built from scratch in Rust. Agentic coding CLI — thinks, plans, and executes w.",2026-09-08
Omar,https://omar.tech,Coding Agent,Unknown,Unknown,Unknown,green,"omar.tech redirects omar.rs 200; site Mission Control TUI multi-backend coding agents, install.sh/brew.",2026-09-08
handmux/handmux,https://github.com/handmux/handmux,Coding Agent,Unknown,Unknown,Unknown,green,"gh handmux/handmux *157 pushed 2026-09-07; homepage https://handmux.com/; A mobile vibe-coding cockpit — built on tmux: drive your live session, Claude Code / Codex — anything a terminal can run.",2026-09-08
aofp/yume,https://github.com/aofp/yume,Coding Agent,Unknown,Unknown,Unknown,green,"gh aofp/yume *149 pushed 2026-09-05; home https://aofp.github.io/yume/; Native desktop UI for Claude Code with orchestration, streaming, background agents, and multi-provider support. Built wi.",2026-09-08
Corral,https://github.com/cdknorow/corral,Coding Agent,Unknown,Unknown,Unknown,green,"gh cdknorow/corral *34 pushed 2026-08-28; home https://cdknorow.github.io/coral/; Free local dashboard for running Claude Code, Codex, Gemini CLI, and Pi.dev as a coordinated coding team..",2026-09-08
almogdepaz/wolfpack,https://github.com/almogdepaz/wolfpack,Coding Agent,Unknown,Unknown,Unknown,green,"gh almogdepaz/wolfpack *40 pushed 2026-09-07; home https://get-wolfpack.netlify.app/; Self-hosted browser terminal manager for AI coding agents. Control Claude Code, Codex, Gemini, and shell sessions from y.",2026-09-08
Commander,https://commanderai.app/,Coding Agent,Unknown,Unknown,Unknown,green,url https://commanderai.app/ live-check 2026-09-08.,2026-09-08
crewplaneai/crewplane,https://github.com/crewplaneai/crewplane,Coding Agent,Unknown,Unknown,Unknown,green,"gh crewplaneai/crewplane *37 pushed 2026-09-08; Run reviewable, resumable coding-agent workflows across Claude Code, Codex, Gemini, GitHub Copilot CLI, or any CLI. You .",2026-09-08
Kimchi,https://kimchi.dev/,Coding Agent,Unknown,Unknown,Unknown,green,url https://kimchi.dev/ live-check 2026-09-08.,2026-09-08
jasonsuhari/gridbash,https://github.com/jasonsuhari/gridbash,Coding Agent,Unknown,Unknown,Unknown,green,"gh jasonsuhari/gridbash *132 pushed 2026-09-07; home https://jasonsuhari.github.io/gridbash/; Cross-platform terminal grid for running Codex, Claude, Gemini, and other CLI agents side by side..",2026-09-08
Menfre01/waveloom,https://github.com/Menfre01/waveloom,Coding Agent,Unknown,Unknown,Unknown,green,"gh Menfre01/waveloom *131 pushed 2026-09-04; home https://github.com/Menfre01/waveloom; 为 DeepSeek 前缀缓存定制的终端 Code Agent(纯 Go),缓存命中率 95-99%,命中输入定价为未命中的 1/30。A terminal coding agent optimized for DeepSeek prefi.",2026-09-08
vicoa-ai/vicoa,https://github.com/vicoa-ai/vicoa,Coding Agent,Unknown,Unknown,Unknown,green,"gh vicoa-ai/vicoa *163 pushed 2026-09-08; home https://vicoa.ai; Vicoa is the ADE for running a team of coding agents from any device. Desktop, mobile, VPS, open-source, self-hostable..",2026-09-08
